,aweme_id,video_id,region,title,cover,origin_cover,play,wmplay,music,play_count,digg_count,comment_count,share_count,download_count,create_time,author_id,author_unique_id,author_nickname,author_avatar,music_info_id,music_info_title,music_info_play,music_info_cover,music_info_author,music_info_original,music_info_duration,music_info_album
0,v10044g50000c8b8o5jc77ufstd0vcj0,7067991452407614722,JO,#نابلسي #اربد #الاردن🇯🇴 #ام #النمل #1080p 1080p,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/e77f1088807347ee9eda0a1d77aea60c_1645645003?x-expires=1648645200&x-signature=pbnclITiWY0JX28YCiEPu7JLxX8%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/98dd45416c31417a83427d2c25136284_1645645003~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=VWHt8UknXKLqDQpUr66m9OlFoAU%3D,https://v16m-default.akamaized.net/8f6a82cd5d004d6f3d4cc7c9cc73013d/624458e8/video/tos/alisg/tos-alisg-pve-0037c001/3a319dcbd3cb49dc99bb6a3fc359d05c/?a=0&br=5784&bt=2892&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=6&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2Yzd2k6Zjg7OzMzODczNEApNDU7ZjUzZmQ7Nzo4aDQ1aGdnc2FwcjRnbF9gLS1kMS1zcy1fXmNiLzAxMV9fYC4xNF46Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/809f2df3b1097ae8c1d61f51bb2e6975/624458e8/video/tos/alisg/tos-alisg-pve-0037c001/4921dd12b1cd48389dc0d3d73e560144/?a=0&br=5674&bt=2837&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2Yzd2k6Zjg7OzMzODczNEApODo8ZzxmM2Q1N2ZoODs1OWdnc2FwcjRnbF9gLS1kMS1zc2IvLS1gMDAvNDMwYGMtLTI6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tos-alisg-ve-2774/67e92b7b0e7848d1830f37eaddfa6064,574,48,0,0,0,1645645000,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,6934987685274585089,ميل على بلدي,https://sf16-sg-default.akamaized.net/obj/tos-alisg-ve-2774/67e92b7b0e7848d1830f37eaddfa6064,https://p16-sg-default.akamaized.net/aweme/720x720/tos-alisg-v-2774/95d48b941745403ea1f7e496b6e500b6.jpeg,,False,60,ميل على بلدي
0,v10044g50000c880qg3c77u65qhki0l0,7066162571744726273,JO,,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/1a5b2f867dab4c629494e393cc51d606_1645228178?x-expires=1648645200&x-signature=YthXes4L4ZAXS3qSD95hRQfCOL8%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/37931d969af34d08a2744c6260e8eae2_1645219187~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=vlXB3AwUZ5q4xkIrvti7HYLQXLc%3D,https://v16m-default.akamaized.net/695c044cb3e36547cd94f13d43e6f7d1/62445902/video/tos/alisg/tos-alisg-pve-0037c001/8fce6298e26f48228fc2fe42dc84c881/?a=0&br=3340&bt=1670&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=6&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzNudDk6ZmozOzMzODczNEApOTk6Ozs2NWVpNzs0OjhlOWdpZmUycjQwbjVgLS1kMS1zczNhLzQ1MGEtNTBgNTQwMTI6Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/3c4fd84e24a978f7be0046dfa7baf078/62445902/video/tos/alisg/tos-alisg-pve-0037c001/30bbdf33880947d1ad73a9c9427b94ec/?a=0&br=3330&bt=1665&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzNudDk6ZmozOzMzODczNEApZ2Y3NjU3PGU3N2RoZDU8NmdpZmUycjQwbjVgLS1kMS1zczYxXjEtLS8vLmAvYjIzLTU6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/6885316028331592450.mp3,409,23,0,0,1,1645219181,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,6885316077448579842,original sound - 𝙊𝙢𝙖𝙧 𝙖𝙡𝙜𝙝𝙖𝙢𝙙𝙞,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/6885316028331592450.mp3,https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/7b3a996018002968d94dfc44d02622dc.jpeg?x-expires=1648710000&x-signature=Q9yM49SSgQuRwMLDx%2Fxjhpk%2BUXE%3D,𝙊𝙢𝙖𝙧 𝙖𝙡𝙜𝙝𝙖𝙢𝙙𝙞,True,59,
0,v10044g50000c859imrc77uchng4elvg,7064627626664660225,JO,#الاردن🇯🇴 #نابلسي #💔🥀 #شفتها_وعقلي_راساً_طار,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/b1419e72ea7249e5a2c10633bbfcd3e6_1644861800?x-expires=1648645200&x-signature=VjiqNdGTT9AyKtY3QnV6aDU11ZQ%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/347382b5ab714768b3996e2f0f2ee5bf_1644861799~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=pQ87Oy3r%2BECxhBcGpaHCFlvtlFY%3D,https://v16m-default.akamaized.net/927d53b1bed50234f49ef1709250e06d/624458e4/video/tos/alisg/tos-alisg-pve-0037c001/dfdca20a6a5a4bc89d3e9887e1a93dd4/?a=0&br=880&bt=440&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=6&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=am83cWY6ZnA8OzMzODczNEApNDk7NzNmNWUzNzk0Z2VnaWdzYmRlcjRvZjJgLS1kMS1zczRiMF8tL2MzYmAyMTAtX2E6Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/04eeaf151585e723ebfc3242299dd594/624458e4/video/tos/alisg/tos-alisg-pve-0037c001/8932ad9cabbb474a91abd80463e5cb88/?a=0&br=982&bt=491&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=am83cWY6ZnA8OzMzODczNEApZWY2ZGlpNWUzN2Q6ODRkaWdzYmRlcjRvZjJgLS1kMS1zc2BiLjReNmBgLTEvYGNgNWM6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7059715237326818050.mp3,2289,191,13,0,0,1644861798,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,7059715229088877313,وعقلي راساً طار,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7059715237326818050.mp3,https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/a86d96c64dc8d86ef64b3e7e28c247e6.jpeg?x-expires=1648710000&x-signature=q%2FPe5BNlmYHKUTBnMV4jPv%2FsMr8%3D,GNR,True,19,
0,v10044g50000c8241r3c77u440f9ame0,7062841529144003841,JO,#نابلسي #الاردن🇯🇴 #يارب #فلسطين🇵🇸 #نابلسي,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/3ec78930118b4e02b5469ebe997004ed_1644445944?x-expires=1648645200&x-signature=oj0PA1zz5L5QfVy7MK%2FYgvmAhj4%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/7bce4ddc452b48488075d26a16e04d1f_1644445943~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=pF1o6qJccvQpkEr4%2Fv4rXNHaoZI%3D,https://v16m-default.akamaized.net/3cf82558080f187ba33687457de20424/624458f1/video/tos/alisg/tos-alisg-pve-0037c001/cb5197ef6b154a4592f54b0533de17c5/?a=0&br=3356&bt=1678&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=6&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3A8Mzc6ZnU3OzMzODczNEApNDU4OmU3M2RnNzwzNDVkNWdiXmMxcjQwLi9gLS1kMS1zc19jLWJiYl80YmIwMzI0MjU6Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/7723ad4be90a7dc5683e3858defc18a2/624458f1/video/tos/alisg/tos-alisg-pve-0037c001/ddcad02402aa4b9ea6c5fb0c039956c4/?a=0&br=3332&bt=1666&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3A8Mzc6ZnU3OzMzODczNEApaDQ3ZGg4NGQzN2c1ZTlkOmdiXmMxcjQwLi9gLS1kMS1zc2I0X2E0MmE1MjRgMWBfMjA6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tos-alisg-ve-2774/96ea0cf2153e41c1af05ac9febd657eb,368,23,1,0,2,1644445941,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,6763807716415653890,أصوات المطر,https://sf16-sg-default.akamaized.net/obj/tos-alisg-ve-2774/96ea0cf2153e41c1af05ac9febd657eb,https://p16-sg-default.akamaized.net/aweme/720x720/tos-alisg-v-2774/c46d5b4ce74341dc8709b009fd25d755.jpeg,,False,34,أصوات النوم
0,v10044g50000c80qqurc77ueuleu0o5g,7062116473585618177,JO,#الاردن🇯🇴 #نابلسي #ابوي,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ec9096e748714912a4af107102adb931_1644277129?x-expires=1648645200&x-signature=7RxUahRYO%2B1CDS8P135sxloMc1g%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/cf3e58c82eca4a659d492b1578c3be6b_1644277128~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=zI64tnM0ukq%2FA10LqqC%2F4KVEucE%3D,https://v16m-default.akamaized.net/dd843467b73a1d5cbd12dfb8be953eef/624458e1/video/tos/alisg/tos-alisg-pve-0037c001/76701c5ac851432e8027fcc694dafa80/?a=0&br=1132&bt=566&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=1&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anJ4b2g6Znh0OzMzODczNEApN2QzZ2g6Mzs7Nzo3N2g6OWcyLWJycjRvbi1gLS1kMS1zczI0NGEwMF8yYGNiYmBhLi86Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/d00c207ff82a5ac53ab67147226bcbef/624458e1/video/tos/alisg/tos-alisg-pve-0037c001/4fe8cab812ca4f0e836ceebb83e3773c/?a=0&br=1286&bt=643&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=1&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anJ4b2g6Znh0OzMzODczNEApZDo5NDk5NmRnN2k4PDw0OWcyLWJycjRvbi1gLS1kMS1zc18yLTEuMi0wMzYuNDUzLWA6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7062116420607314689.mp3,1162,82,3,0,0,1644277127,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,7062116461497666305,original sound - نابلسي の『3BS』,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7062116420607314689.mp3,https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343.jpeg?x-expires=1648710000&x-signature=ozE63d1NX9anEnFXLF90WbKlvJY%3D,نابلسي の『3BS』,True,12,
0,v10044g50000c7oa0gbc77u9l39gvpkg,7057316834910964994,JO,#نابلسي#الاردن #ثلوج_الاردن #لاجئ_على_الباب,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/fefa8168365a4721bc248dd97f4e3f48_1643159627?x-expires=1648645200&x-signature=hdVirK%2FJPBlbjhfqg1SXx3Iz1tI%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/090171e11eb940b69ad74a7aed428420_1643159627~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=8kvkR8oFjuub%2Fc5WCnVgqzprEcQ%3D,https://v16m-default.akamaized.net/4cc9b1c326d34c3f5e96aa0f3517cd3b/624458f2/video/tos/alisg/tos-alisg-pve-0037c001/f886e46ae5d4460f971ffec21e34e377/?a=0&br=762&bt=381&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=1&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anNqNjw6ZmpkOjMzODczNEApZDszODg6ZTtpNzpoZWc6NmdoczZpcjRfLWxgLS1kMS1zc2BeYmBeNDEyLzUuLS1gLTY6Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/61264c3d780d704d93a99a5363a1cbf0/624458f2/video/tos/alisg/tos-alisg-pve-0037c001/158da592c4c24262a0c87f1c56d8e6bf/?a=0&br=988&bt=494&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=1&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anNqNjw6ZmpkOjMzODczNEApNmdmNjdkNTs8NzNpaWhlO2doczZpcjRfLWxgLS1kMS1zc18wMWFgXi9fYGIzYTJhXmI6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7057316715012967170.mp3,1934,159,3,1,8,1643159625,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,7057316810492070658,original sound - نابلسي の『3BS』,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7057316715012967170.mp3,https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343.jpeg?x-expires=1648710000&x-signature=ozE63d1NX9anEnFXLF90WbKlvJY%3D,نابلسي の『3BS』,True,29,
0,v10044g50000c7gfm6bc77u576o7jht0,7052913140123684098,JO,#نابلسي#الاردن🇯🇴 #ستريمر #كلان_3bs,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/5f3efa085f7e4e2abc57f8016d5f7cd0_1642134310?x-expires=1648645200&x-signature=FGtJ1PYGqq1zjOodoP%2BIQcUwcXk%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/4c4fef9cf51a4ec1ae013a569c38dc57_1642134310~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=QRgFtA04kYdxVyUcMxjy0H49rbE%3D,https://v16m-default.akamaized.net/ad8e42f45f5c6f78a612f60da2253d90/624458e5/video/tos/alisg/tos-alisg-pve-0037c001/b427895f81d54af7a411870b1bf6ba11/?a=0&br=2232&bt=1116&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=6&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2s6OTg6ZjlpOjMzODczNEApOzNpOjg5M2QzNzRnNzM7Z2dxZ2w0cjRfamRgLS1kMS1zczZgNjE0LTYzYzFeMTAtY2A6Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/bfdd6b8a6bf1ce1941435e016b8efbd9/624458e5/video/tos/alisg/tos-alisg-pve-0037c001/ad7e367926f144e384630a73b8a2e9ea/?a=0&br=2322&bt=1161&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2s6OTg6ZjlpOjMzODczNEApMzk5PDk6NztmNzg3MzQ8ZGdxZ2w0cjRfamRgLS1kMS1zcy4xLTMwXzYzNDBiNWFgXjQ6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7052913119202380545.mp3,3701,193,5,1,0,1642134308,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,7052913119705844482,original sound - نابلسي の『3BS』,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7052913119202380545.mp3,https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343.jpeg?x-expires=1648710000&x-signature=ozE63d1NX9anEnFXLF90WbKlvJY%3D,نابلسي の『3BS』,True,16,
0,v10044g50000c7g3p3bc77u1hdvnkrlg,7052703723751099649,JO,#نابلسي #💔🥀 #صدام_حسين,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/7529492765ed4249a26e1460083e710b_1642085550?x-expires=1648645200&x-signature=LVksGnmJJanMsZdk2kUTdrkYRPU%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/c277d99b07274136b350f6d62f4025da_1642085549~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=ex77fZiJ5SlyK5NHXlhv3WrP4nU%3D,https://v16m-default.akamaized.net/13d07a6be7c7131175200fe1d3f4c741/624458e2/video/tos/alisg/tos-alisg-pve-0037c001/3186193d4c1e48ddbe4801de6812b6b4/?a=0&br=5222&bt=2611&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=6&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anVxZzQ6ZjY2OjMzODczNEApPDY1OjVmNWVmN2Y3ZDw6ZGdpaHNlcjRfbWRgLS1kMS1zczYtNC42MS4xLjEzMDMuYi46Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/b7ece8ec737b89eb4049de9fb28e6e5b/624458e2/video/tos/alisg/tos-alisg-pve-0037c001/13e560e5d6d64563b22a27d7456e6daa/?a=0&br=5206&bt=2603&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anVxZzQ6ZjY2OjMzODczNEApODQ2aDU0ZTxoNzw4aTllOWdpaHNlcjRfbWRgLS1kMS1zczY1XzYtX19jNjNgXmEuLmM6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7052703726636763906.mp3,485,32,0,0,0,1642085548,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,7052703722740255490,original sound - نابلسي の『3BS』,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7052703726636763906.mp3,https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343.jpeg?x-expires=1648710000&x-signature=ozE63d1NX9anEnFXLF90WbKlvJY%3D,نابلسي の『3BS』,True,13,
0,v10044g50000c7bo1n3c77u7unnhof10,7050245445142023426,JO,#💔🥀,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/45b46ec080a14d2d869b71168af987fb_1641513194?x-expires=1648645200&x-signature=UdYkPq5mQy63qvA9Iek4SfCIq0U%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/1f4649196de046b18b7e3f378db78d6e_1641513189~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=nvHR1W2Vl%2Blqz7iwayV2wPG1dsU%3D,https://v16m-default.akamaized.net/35886f9429d76bdf37ed5c58f2f09917/624458e3/video/tos/alisg/tos-alisg-pve-0037c001/3d67ff11bb2341e1b30a353326f5d170/?a=0&br=3808&bt=1904&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=6&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2lrcTo6ZnFyOjMzODczNEApM2VlOzlkZWRkNzY0O2Q0M2cubGtycjQwLl9gLS1kMS1zczZeMDBgNmNhMTJhMWMyLy86Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/9a9299df41507326dd680afe3487826c/624458e3/video/tos/alisg/tos-alisg-pve-0037c001/8cfff89bfef44253a76d4d5bbccd31f8/?a=0&br=3266&bt=1633&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2lrcTo6ZnFyOjMzODczNEApZDY5OzpnMztnNzRkODQ6OmcubGtycjQwLl9gLS1kMS1zc18yMDViYl82LWI0MzYxLzI6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7048443838653909762.mp3,2896,307,4,0,4,1641513187,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,7048443854315358977,original sound - ❤️,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7048443838653909762.mp3,https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/03041b462b8573cb81bd9e47713c2b09.jpeg?x-expires=1648710000&x-signature=9CgxshGQTwI5zRrbOxTrHS7FbjY%3D,❤️,True,15,
0,v10044g50000c6q0rkrc77u3bnm8n40g,7040267339610344706,JO,#نابلسي #كلان_3bs #الاردن🇯🇴 #مقودح,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/045becc6df16456fab4f92026effbaf7_1639189981?x-expires=1648645200&x-signature=VwYaH%2BzOyI2J7YpHTNtpD3SyVEk%3D,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/bebd6a977b3646be9275e771f4702d5b_1639189980~tplv-tiktokx-360p.jpeg?x-expires=1648645200&x-signature=1Zjx9HEacWxOYRWUpsS1Zu2UKXg%3D,https://v16m-default.akamaized.net/a3563d49f9a32561f7dd8109b6f5b409/624458db/video/tos/alisg/tos-alisg-pve-0037c001/3c0a1c7e73194447a06141df384840da/?a=0&br=1926&bt=963&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=6&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajc7cTY6Zm4zOTMzODczNEApZzhkZThnZmU1N2ZnaTozZGcta2pfcjRvb25gLS1kMS1zczAwXjBhNC4vYy42MTIuLzE6Yw%3D%3D&vl=&vr=,https://v16m-default.akamaized.net/e1f53029975fdfdf64b67c3e38f2f67f/624458db/video/tos/alisg/tos-alisg-pve-0037c001/ba3353c1f10d41009aac6276861c9703/?a=0&br=1988&bt=994&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=sYQCv3zqnz7ThKImzDXq&l=202203300719170102450220150687B397&lr=all&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajc7cTY6Zm4zOTMzODczNEApNTc4OTpmZGU1Nzo1OGRoaWcta2pfcjRvb25gLS1kMS1zc18zMmA0YDFgYF8wMjAvNDA6Yw%3D%3D&vl=&vr=,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7026814941357181698.mp3,2143,75,2,0,1,1639189978,6610700789964881926,.nabulsi,نابلسي の『3BS』,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cc62142d31adaa891d4bce72cb6d5343~c5_300x300.jpeg?x-expires=1648710000&x-signature=M1YlTlrPSWYqJrhXpJLpQ9Sfa8o%3D,7026814927922875138,ترند خلودي2,https://sf16-sg-default.akamaized.net/obj/tiktok-obj/7026814941357181698.mp3,https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/055005be69d01fe84b1779ff4922f2a6.jpeg?x-expires=1648710000&x-signature=VqMjblHuAbhr50OyV29xxsAVupY%3D,qON&شقرآاا,True,6,
